COMPOUND_ID,SMILES,pIC50,source,MW,LogP,HBD,HBA,TPSA,RotBonds
MMV665852,O=C(Nc1ccc(Cl)c(Cl)c1)Nc1ccc(Cl)c(Cl)c1,5.94,MMV,347.94,5.94,2,1,41.13,2
MMV396717,COc1ccc(CCN2C(=O)c3[nH]nc(-c4cc(Cl)c(C)cc4O)c3C2c2ccccc2F)cc1,6.04,MMV,491.14,5.68,2,4,78.45,6
MMV638723,Nc1ccn(C2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,6.41,MMV,243.09,-2.56,4,8,130.83,2
MMV396594,COc1ccc(-c2nc(N3CCN(C(=O)C4CCCCC4)CC3)c3c4c(sc3n2)CCCC4)cc1,5.97,MMV,490.24,5.47,0,6,58.56,4
MMV396665,COc1cc(C(=O)Nc2nc3c(cc4c5c(cccc53)CC4)s2)cc(OC)c1OC,6.05,MMV,420.11,4.83,1,6,69.68,5
MMV396723,N=c1n(CCN2CCCCC2)c2ccccc2n1CC(=O)c1ccc(Cl)c(Cl)c1,5.91,MMV,430.13,4.6,1,5,54.02,6
MMV007654,Cc1ccc(C)c(-c2csc(Nc3ccc(C)c(C)c3)n2)c1,,MMV,308.13,5.79,1,3,24.92,3
MMV011832,Oc1ccc2ccccc2c1CNc1nc2ccccc2[nH]1,6.19,MMV,289.12,4.03,3,3,60.94,3
MMV020750,COc1cc(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)cc(OC)c1O,5.93,MMV,372.15,5.13,2,4,67.37,5
MMV007092,CCOc1ccc(CN2CCN(CC(O)COc3ccc(OCC(O)CN4CCN(Cc5ccc(OCC)cc5)CC4)cc3)CC2)cc1,5.92,MMV,662.4,3.6,2,10,90.34,18
MMV665898,COc1cc(C(=O)Nc2ccc(-c3nc4ccccc4[nH]3)cc2)cc(OC)c1OC,5.91,MMV,403.15,4.51,2,5,85.47,6
MMV665864,CCCCNc1nc(NC(C)(C)C)nc(NC(C)(C)C)n1,6.15,MMV,294.25,3.5,3,6,74.76,6
MMV665814,Oc1c(C(Nc2ccccn2)c2cccc(Oc3ccccc3)c2)ccc2cccnc12,6.0,MMV,419.16,6.33,2,5,67.27,6
MMV007285,CCOc1ccc(Nc2ccnc3cc(Cl)ccc23)cc1,5.4,MMV,298.09,5.03,1,3,34.15,4
MMV396663,Cc1sc(NC(=O)c2ccco2)c(C(c2cccnc2)N2CCC(Cc3ccccc3)CC2)c1C,5.99,MMV,485.21,6.65,1,5,58.37,7
MMV007041,Cc1ccc2c(C)nc(Nc3nc(C)cc(-c4ccccc4)n3)nc2c1,5.4,MMV,341.16,4.76,1,5,63.59,3
MMV000340,CCn1c2c(c(=N)c3c1CCC3)CCCC2,6.16,MMV,216.16,2.35,1,2,28.78,1
MMV666687,COc1cc(C(=O)ON=C(N)Cc2cccc3ccccc23)cc(OC)c1OC,6.11,MMV,394.15,3.54,1,6,92.37,7
MMV645672,O=C1C2=C(Nc3ccccc3SC2c2ccccc2)c2ccccc21,6.05,MMV,341.09,5.55,1,3,29.1,1
MMV011438,COC(=O)c1ccc(C2C3=C(O)CC(c4ccc(F)cc4)CC3=Nc3ccccc3N2C(=O)c2ccccc2)cc1,6.49,MMV,546.2,7.48,1,5,79.2,4
MMV665840,O=C(Nc1ccc(-c2nc3ccccc3[nH]2)cc1)c1ccc(Cl)c(Cl)c1,6.08,MMV,381.04,5.79,2,2,57.78,3
MMV665894,CC(=O)c1sc(NC(=O)Nc2ccc(C)cc2C)nc1C,6.27,MMV,303.1,3.91,2,4,71.09,3
MMV011522,Cc1ccc(Nc2nc(N)c3ccccc3n2)cc1Cl,5.4,MMV,284.08,3.92,2,4,63.83,2
MMV020243,Cc1cc(N(C)C)nc(Nc2ccc(NC(=O)Nc3ccccc3)cc2)n1,5.94,MMV,362.19,4.24,3,5,82.18,5
MMV667489,COC(=O)c1ccc(Cl)c2c1C1C=CCC1C(c1cccc3ccccc13)N2,6.03,MMV,389.12,6.11,1,3,38.33,2
MMV396770,O=C(NNc1cc(N2CCCC2)nc(N2CCCC2)n1)c1ccccc1,5.88,MMV,352.2,2.43,2,6,73.39,5
MMV009015,O=C(CCc1ccccc1)c1ccccc1OCC(O)CN1CCCCC1,6.17,MMV,367.21,3.73,1,4,49.77,9
MMV008829,CCCn1c(=N)c(C(=O)NC2CCCCC2)cc2c(=O)n3cccc(C)c3nc21,5.96,MMV,393.22,2.91,2,6,92.25,4
MMV011895,Nc1ccc(-c2nc3cc(Oc4ccc(Oc5ccc6[nH]c(-c7ccc(N)cc7)nc6c5)cc4)ccc3[nH]2)cc1,6.07,MMV,524.2,7.52,4,6,127.86,6
MMV666689,COc1ccc(Nc2nc(NN=Cc3ccc(O)cc3)nc(Nc3ccc([N+](=O)[O-])cc3)n2)cc1,6.27,MMV,472.16,4.43,4,11,159.72,9
MMV665824,Cn1c(C(=O)c2cccc3ccccc23)nc2ccccc21,,MMV,286.11,3.96,0,3,34.89,2
MMV665812,CCc1ccc(CNCC(O)c2ccccc2)cc1,,MMV,255.16,3.07,2,2,32.26,6
MMV001041,OCCNc1nc(Nc2ccc(Cl)c(Cl)c2)nc2ccccc12,6.23,MMV,348.05,4.08,3,5,70.07,5
AfroDb.1,CC1=C(O)C(=O)C=C2C1=CC=C1[C@]23C[C@H]3C[C@]23C[C@]24C[C@H](CO)C[C@@H]2C[C@@]24CC[C@@]13C,,AfroDb,416.24,5.19,2,3,57.53,1
AfroDb.3,COc1cc(CO)c(-c2ccc3c(c2O)[C@@H](C)N[C@H](C)C3)c2cccc(O)c12,,AfroDb,379.18,4.01,4,5,81.95,3
AfroDb.4,COc1cccc2c(-c3ccc4c(c3O)[C@@H](C)N[C@H](C)C4)c(C)cc(OC)c12,,AfroDb,377.2,5.13,2,4,50.72,3
AfroDb.5,COc1cc(C)cc2c(-c3ccc(O)c4c3C[C@@H](C)N[C@@H]4C)ccc(O)c12,,AfroDb,363.18,4.83,3,4,61.72,2
AfroDb.6,COc1c2c(cc(O)c1-c1cc(-c3cc(-c4c(O)cc(O)c5c4C[C@@H](C)N[C@@H]5C)c4cc(C)cc(OC)c4c3O)c(O)c3c(OC)cc(C)cc13)C[C@H](C)N=C2C,,AfroDb,768.34,9.51,6,10,153.23,6
AfroDb.8,COc1ccc2c(=O)c3cccc(O)c3oc2c1,,AfroDb,242.06,2.66,1,4,59.67,1
AfroDb.9,COc1cccc2c(=O)c3ccc(O)cc3oc12,,AfroDb,242.06,2.66,1,4,59.67,1
AfroDb.10,CC(C)=CCC/C(C)=C/COc1cc(O)c2c(c1)Cc1cc(C)cc(O)c1C2=O,,AfroDb,392.2,5.61,2,4,66.76,6
AfroDb.11,CC(=O)O[C@@]1(C)CC(=O)c2c(cc3cc(OC/C=C(\C)CCC=C(C)C)cc(O)c3c2O)C1,,AfroDb,452.22,5.77,2,6,93.06,7
AfroDb.12,CC1=C(O)C(C)(C)C(O)=C(CC2=C(O)C(C)(C)C(O)=C(C)C2=O)C1=O,,AfroDb,348.16,3.88,4,6,115.06,2
AfroDb.13,CC(C)=CCC[C@@]1(C)C=Cc2c(O)c(CC3=C(O)C(C)(C)C=C(C(=O)C(C)C)C3=O)c(O)c(C(=O)C(C)C)c2O1,,AfroDb,550.29,6.96,3,7,121.13,9
AfroDb.14,CC(=O)O[C@]1(C)CC(=O)c2c(cc3cc(OCC=C(C)C)cc(O)c3c2O)C1,,AfroDb,384.16,4.05,2,6,93.06,4
AfroDb.15,COc1cc2c(cc1Cc1c3c(cc(OC)c1OC)[C@@H]1c4cc(OC)c(OC)cc4[C@H](C3)CN1C)[C@H](Cc1ccccc1O)N(C)CC2,,AfroDb,650.34,6.47,1,8,72.86,9
AfroDb.16,COc1cc2c(cc1O)[C@@H]1Cc3c(cc(OC)c(OC)c3Cc3cc4c(cc3OC)CCN(C)[C@H]4Cc3ccccc3OC)[C@H]2N(C)C1,,AfroDb,650.34,6.47,1,8,72.86,9
AfroDb.17,COc1cc2c(cc1Cc1c3c(cc(OC)c1OC)[C@@H]1c4cc(OC)c(OC)cc4[C@H](C3)CN1C)[C@H](Cc1ccccc1OC)N(C)CC2,,AfroDb,664.35,6.78,0,8,61.86,10
AfroDb.18,COc1cc2c(cc1O)[C@@H]1Cc3c(cc(OC)c(OC)c3Cc3cc4c(cc3OC)CCN(C)[C@H]4Cc3ccc(O)cc3)[C@H]2N(C)C1,,AfroDb,636.32,6.17,2,8,83.86,8
AfroDb.19,CC(C)C1=CC2=CC=C3C(C)(C)[C@H](OC(=O)c4ccccc4)CC[C@]3(C)C2=C(O)C1=O,,AfroDb,418.21,5.88,1,4,63.6,3
AfroDb.20,O=C1C[C@@H]2OCC=C3CN4[C@@H](C5=C[C@H]6C[C@H]7/C(=C/O)CN8CC[C@]9(c%10ccccc%10N(C5=O)[C@H]69)[C@@H]78)C[C@@]56c7ccccc7N1[C@H]5[C@H]2[C@H]3C[C@@H]46,,AfroDb,652.3,4.22,1,6,76.56,1
AfroDb.21,C=CCSS/C=C/C[S@](=O)CC=C,,AfroDb,234.02,3.0,0,3,17.07,8
AfroDb.22,CC(=O)OC[C@@H]1[C@]2(C)C3=C[C@@H](c4ccoc4)C[C@@H]3O[C@@H]2[C@H]2OC(=O)[C@H]3C=CC(=O)[C@]1(C)[C@H]23,,AfroDb,438.17,2.96,0,7,92.04,3
AfroDb.23,CC(=O)O[C@H]1C[C@@H]2C(C)(C)C(=O)C=C[C@@]2(C)[C@@H]2CC[C@]3(C)[C@@H](c4ccoc4)OC(=O)[C@@H]4O[C@@]43[C@@]12C,,AfroDb,482.23,4.56,0,7,95.34,2
AfroDb.24,C/C=C(\C)C(=O)CO[C@H]1C[C@H](OC(C)=O)[C@@]2(COC(C)=O)CO[C@@H]3[C@H]2[C@@]12CO[C@](O)(COC(C)=O)[C@@H]2[C@](C)([C@]12C[C@H]4O[C@H]5OC=C6O[C@]65[C@H]4[C@H]1O2)[C@H]3O,,AfroDb,746.28,0.6,2,16,207.64,10
AfroDb.25,C/C=C1\CN2CC[C@@]34Cc5cc(O)ccc5N(C)[C@]35OC[C@@]4(C(=O)OC)[C@H]1C[C@H]25,,AfroDb,396.2,2.31,1,6,62.24,1
AfroDb.28,CC(C)=CCc1cc(/C=C/C(=O)c2cc(CC=C(C)C)c(O)cc2O)ccc1O,,AfroDb,392.2,5.72,3,4,77.76,7
AfroDb.29,CC1(C)C=Cc2c(ccc(C(=O)/C=C/c3ccc(O)cc3)c2O)O1,,AfroDb,322.12,4.18,2,4,66.76,3
AfroDb.30,CC1(C)C=Cc2cc(/C=C/C(=O)c3ccc(O)cc3O)ccc2O1,,AfroDb,322.12,4.18,2,4,66.76,3
AfroDb.35,COc1cc(OC)c2ccc(=O)oc2c1/C=C/C(C)(C)O,,AfroDb,290.12,2.59,1,5,68.9,4
AfroDb.36,COc1ccc2c3c(c(=O)n(C)c2c1OC)[C@H]1Oc2c(c(=O)n(C)c4c(OC)c(OC)ccc24)[C@@H](C=C(C)C)[C@@H]1OC3,,AfroDb,574.23,4.51,0,10,99.38,5
AfroDb.37,C=C(C)[C@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@@H](CC[C@H]4[C@]5(C)CC[C@H](OC(=O)/C=C/c6ccc(O)cc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,,AfroDb,602.4,9.06,2,4,83.83,5
AfroDb.38,C=C1CC[C@H](C(C)C)/C=C/[C@@](C)(O)CC[C@@H]1O,,AfroDb,238.19,3.06,2,2,40.46,1
AfroDb.39,CC(C)C1=CC[C@@]2(C)[C@@H](O)CC[C@](C)(O)[C@H]2C1,,AfroDb,238.19,2.89,2,2,40.46,1
AfroDb.41,Cc1cc(O)c2c(c1)[C@@](O)(c1ccc3c(c1O)C(=O)c1c(O)cc(C)c(O)c1C3=O)c1cccc(O)c1C2=O,,AfroDb,524.11,3.44,6,9,172.59,1
AfroDb.42,COc1cc2c3c(c1)Oc1c(OC)c(OC)cc4c1[C@@H](Cc1ccc(O)c(c1)Oc1ccc(cc1)C[C@@H]3NCC2)N(C)CC4,,AfroDb,594.27,6.52,2,8,81.65,3
AfroDb.43,O=C(O)/C=C/c1ccc(O)cc1,,AfroDb,164.05,1.49,2,2,57.53,2
AfroDb.44,CC(C)=CCC1=C(O)C(=O)c2ccccc2C1=O,,AfroDb,242.09,3.23,1,3,54.37,2
AfroDb.45,COC(=O)c1c(C)cc(OC(=O)c2c(C)cc(O)c(C=O)c2O)c(C)c1O,,AfroDb,374.1,2.55,3,8,130.36,4
AfroDb.46,C=C/C=C(C=C)/C=C/C(=O)O[C@H]1[C@@H]2C=CO[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]3O)[C@H]2[C@]2(CO)O[C@H]12,,AfroDb,494.18,-1.18,5,11,167.67,9
AfroDb.47,C[C@H]1C[C@@H]2[C@@H](C(=O)O)C[C@]34C[C@]35CC[C@@H]3C(C)(C)[C@H](O)[C@@H](O)C[C@]3(C)[C@H]5CC=C4[C@H]2C[C@@]1(C)O,,AfroDb,472.32,4.4,4,4,97.99,1
AfroDb.48,CC(=O)O[C@H]1CCC(C)(C)[C@@]2(O)[C@@H](O)[C@H]3C(=O)C4=C(C[C@@H]3C[C@@H]12)OCC4,,AfroDb,364.19,1.73,2,6,93.06,1
AfroDb.49,COc1ccc2c(c1OC)CN(C)c1c-2ccc2cc3c(cc12)OCO3,,AfroDb,349.13,4.2,0,5,40.16,2
AfroDb.50,COc1ccc2c(c1OC)[C@@H](CC(C)=O)N(C)c1c-2ccc2cc3c(cc12)OCO3,,AfroDb,405.16,4.72,0,6,57.23,4
AfroDb.51,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)[C@@H]2c1c(O)cc(O)c2c1O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2,,AfroDb,578.14,3.0,10,12,220.76,3
AfroDb.52,Oc1ccc2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)[C@@H]2c1c(O)cc2c(c1O)C[C@H](O)[C@@H](c1ccc(O)c(O)c1)O2,,AfroDb,562.15,3.29,9,11,200.53,3
AfroDb.53,O=C(c1cc(O)ccc1O)c1c(O)cccc1O,,AfroDb,246.05,1.74,4,5,97.99,2
AfroDb.54,CC(=O)[C@@](O)(C(C)C)[C@H]1O[C@H](O)[C@@H]2[C@@H]1O[C@@H]1C=C3C4=C(CC[C@@]35C[C@@]215)[C@@]1(C)CC[C@@H](O)C[C@H]1CC4,,AfroDb,484.28,3.43,3,6,96.22,3
AfroDb.55,CC(=O)[C@@](O)(C(C)C)[C@H]1O[C@H](O)[C@@H]2[C@@H]1O[C@@H]1C=C3C4=C(CC[C@@]35C[C@@]215)[C@@]1(C)CC[C@H]([C@@]2(O)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C[C@H]1CC4,,AfroDb,646.34,0.85,7,11,186.37,5
AfroDb.56,C=CCc1ccc(O)c(OC)c1,,AfroDb,164.08,2.13,1,2,29.46,3
AfroDb.57,COc1c(OC)c(OC)c2c(c1O)c(=O)c1ccccc1n2C,,AfroDb,315.11,2.42,1,6,69.92,3
AfroDb.58,Cn1c2ccccc2c(=O)c2c(O)cccc21,,AfroDb,225.08,2.4,1,3,42.23,0
AfroDb.59,C[C@@H]1[C@H](C)C[C@H]2C[C@]23CC[C@@]2(C)C(=CC[C@@H]4[C@@]5(C)CC[C@@H](O)C[C@H]5CC[C@]42C)[C@@H]13,,AfroDb,396.34,7.0,1,1,20.23,0
AfroDb.60,CC(C)=CCC/C(C)=C\C=O,,AfroDb,152.12,2.88,0,1,17.07,4
AfroDb.61,CC(C)=CCC/C(C)=C/C=O,,AfroDb,152.12,2.88,0,1,17.07,4
AfroDb.62,C=CC(=C)CCC=C(C)C,,AfroDb,136.13,3.48,0,0,0.0,4
AfroDb.63,C=C1C(=O)O[C@H]2/C=C(/C)C(=O)/C=C/[C@](C)(O)C[C@@H](OC(=O)C(C)C)[C@H]12,,AfroDb,348.16,1.88,1,6,89.9,2
AfroDb.64,COc1cc2c(O)c(-c3ccc4c(c3O)[C@@H](C)N[C@H](C)C4)ccc2cc1C,,AfroDb,363.18,4.83,3,4,61.72,2
AfroDb.65,C=C1CC[C@]2(C(=O)OC)C[C@@H]3C[C@@]34C3=CC=C5C(C)=C(O)C(=O)C(C)=C5[C@]35C[C@@H]5C[C@@]43C[C@@]23C1,,AfroDb,456.23,5.68,1,4,63.6,1
AfroDb.66,C[C@H]1O[C@@H](Oc2ccc(-c3oc4cc(O)cc(O)c4c(=O)c3O[C@H]3O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]3O)cc2O)[C@@H](O)[C@@H](O)[C@@H]1O,,AfroDb,610.15,-2.04,10,16,269.43,6
AfroDb.67,COc1cc(/C=C\C(=O)O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2c2c(O)c([C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)c3oc(-c4ccc(O)cc4)cc(=O)c3c2O)ccc1O,,AfroDb,770.21,-0.41,11,18,306.73,9
AfroDb.68,O=c1cc(-c2ccc(O)cc2)oc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc(O)c12,,AfroDb,432.11,0.09,7,10,181.05,3
AfroDb.69,O=c1[nH]c2c3cc4c(cc3ccc2c2cc(O)c(O)cc12)OCO4,,AfroDb,321.06,2.97,3,5,91.78,0
AfroDb.70,CO[C@]1(CC[C@@H](C)CO[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)O[C@@H]2C[C@H]3[C@H](CC[C@H]4[C@H]3CC=C3C[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](C)[C@@H](O[C@H]7O[C@@H](C)[C@H](O)[C@H](O)[C@@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O[C@@H]5O[C@@H](O)[C@@H](O)[C@H](O)[C@H]5C)CC[C@@]34C)[C@H]2[C@@H]1C,,AfroDb,1194.6,-2.66,14,26,393.98,17
AfroDb.71,CC(=O)[C@@H]1[C@H]2CC[C@H]3[C@@H](CC=C4C[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](C)[C@@H](O[C@H]7O[C@@H](C)[C@H](O)[C@H](O)[C@@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O[C@@H]5O[C@@H](O)[C@@H](O)[C@H](O)[C@H]5C)CC[C@@]43C)[C@H]2C[C@H]1OC(=O)CC[C@@H](C)CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,,AfroDb,1194.57,-3.54,14,27,418.89,18
AfroDb.72,CC(C)(O)CC[C@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@]4(O)C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3[C@H](O)C[C@]12C,,AfroDb,512.3,-0.06,8,9,178.91,5
AfroDb.73,CC(C)CC[C@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3[C@H](O)C[C@]12C,,AfroDb,480.31,1.71,6,7,138.45,5
AfroDb.74,CC(C)(O)CC[C@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@]4(O)C[C@@H](O)[C@@H](O)C[C@]4(C)C3=CC[C@]12C,,AfroDb,494.29,0.89,7,8,158.68,5
AfroDb.75,COc1cc(-c2ccc3cc4c(cc3c2N(C)C=O)OCO4)c(OC)cc1O,,AfroDb,381.12,3.55,1,6,77.46,5
AfroDb.76,CCCc1cc(=O)oc2c(C(=O)[C@@H](C)CC)c(O)c(CC=C(C)C)c(O)c12,,AfroDb,372.19,4.89,2,5,87.74,7
AfroDb.77,CC(C)=CCc1c(O)c(C(=O)CC(C)C)c(O)c2c(-c3ccccc3)cc(=O)oc12,,AfroDb,406.18,5.61,2,5,87.74,6
AfroDb.78,CCCc1cc(=O)oc2c(C(=O)CC(C)C)c(O)c(CC=C(C)C)c(O)c12,,AfroDb,372.19,4.89,2,5,87.74,7
AfroDb.79,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O[C@@H]2O[C@H](C)[C@@H](O)[C@H](O)[C@@H]2O)ccc1O,,AfroDb,462.12,0.79,6,11,179.28,4
AfroDb.80,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O[C@@H]3O[C@@H](C)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]2O)ccc1O,,AfroDb,624.17,-1.38,9,16,258.43,7
AfroDb.81,O=c1cc(-c2ccc(O)cc2)oc2cc(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c12,,AfroDb,432.11,0.09,7,10,181.05,3
AfroDb.82,CCCCCCCCCCCCCCCCC/C=C/[C@H](O)C(=O)N[C@@H](CO)[C@@](C)(O)/C=C/CCCCCCCCCCCCCCCCCC,,AfroDb,705.66,12.6,4,4,89.79,39
AfroDb.83,C=C(C)/C=C/c1cc2c(=O)c3c(O)cccc3oc2c(OC)c1O,,AfroDb,324.1,3.96,2,5,79.9,3
AfroDb.84,C=CCC[C@]1(C)C=Cc2c(cc(O)c3oc4cccc(O)c4c(=O)c23)O1,,AfroDb,350.12,4.49,2,5,79.9,3
AfroDb.85,CC1(C)C=Cc2c(cc(O)c3c(=O)c4c(O)c(O)ccc4oc23)O1,,AfroDb,326.08,3.25,3,6,100.13,0
AfroDb.86,COc1c(O)c(CC=C(C)C)cc2c(=O)c3c(O)cccc3oc12,,AfroDb,326.12,3.87,2,5,79.9,3
AfroDb.87,COc1c(O)c(O)c2c(=O)c3c(O)cccc3oc2c1-c1ccc(CC=C(C)C)c2oc3cc4c(cc3c(=O)c12)OC(C)(C)C=C4,,AfroDb,618.19,7.69,3,9,139.57,4
AfroDb.88,COc1ccc2oc3cc(O)c(CC=C(C)C)c(O)c3c(=O)c2c1,,AfroDb,326.12,3.87,2,5,79.9,3
AfroDb.89,COc1ccc2oc3c(CC=C(C)C)c(O)cc(O)c3c(=O)c2c1,,AfroDb,326.12,3.87,2,5,79.9,3
AfroDb.90,C=CC(C)(C)c1c(O)cc(O)c2c(=O)c3cc(OC)ccc3oc12,,AfroDb,326.12,3.83,2,5,79.9,3
AfroDb.91,C=CC(C)(C)c1c(O)cc2oc3ccc(OC)cc3c(=O)c2c1O,,AfroDb,326.12,3.83,2,5,79.9,3
AfroDb.92,C=CCc1c(O)cc2oc3ccc(OC)cc3c(=O)c2c1O,,AfroDb,298.08,3.09,2,5,79.9,3
AfroDb.93,C=CCc1c(O)cc(O)c2c(=O)c3cc(OC)ccc3oc12,,AfroDb,298.08,3.09,2,5,79.9,3
AfroDb.94,CC(C)=CCc1ccc(O)c2c(=O)c3c(O)ccc(O)c3oc12,,AfroDb,312.1,3.57,3,5,90.9,2
AfroDb.95,CC(C)=CCC/C(C)=C/Cc1c(O)c(CC=C(C)C)c2oc3c(O)ccc(O)c3c(=O)c2c1O,,AfroDb,464.22,6.51,4,6,111.13,7
AfroDb.96,CC(C)=CCC/C(C)=C/Cc1c(O)cc2oc3c(O)ccc(O)c3c(=O)c2c1O,,AfroDb,396.16,5.0,4,6,111.13,5
AfroDb.97,CC(C)=CCc1c(O)c(CC=C(C)C)c2oc3c(O)ccc(O)c3c(=O)c2c1O,,AfroDb,396.16,4.79,4,6,111.13,4
AfroDb.98,COc1c(CC=C(C)C)c(O)c2c(=O)c3c(O)ccc(O)c3oc2c1CC=C(C)C,,AfroDb,410.17,5.09,3,6,100.13,5
AfroDb.99,C=CC(C)(C)c1c2c(c(O)c3c(=O)c4cccc(O)c4oc13)C=CC(C)(C)O2,,AfroDb,378.15,5.01,2,5,79.9,2
AfroDb.100,COc1ccc(-c2coc3cc4c(c(OC)c3c2=O)C=CC(C)(C)O4)c(O)c1,,AfroDb,380.13,4.37,1,6,78.13,3
AfroDb.101,COc1c(O)ccc2c1OC[C@H]([C@@H]1C(=O)C[C@H](OC)C(=O)[C@H]1OC)C2,,AfroDb,350.14,1.14,1,7,91.29,4
AfroDb.102,C=C(C)[C@@H](O)Cc1c(O)c(CC=C(C)C)c(OC)c2c(=O)c(-c3ccc(OC[C@H](O)CCCCCCCCCCCCCC)cc3)coc12,,AfroDb,676.43,9.99,3,7,109.36,23
AfroDb.103,COc1cc(-c2oc3cc(O)ccc3c(=O)c2O)cc(OC)c1O,,AfroDb,330.07,2.59,3,7,109.36,3
AfroDb.104,COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1O,,AfroDb,284.07,2.88,2,5,79.9,2
AfroDb.105,COc1c(O)cc(-c2coc3cc(O)ccc3c2=O)cc1O,,AfroDb,300.06,2.59,3,6,100.13,2
AfroDb.106,CC1(C)C=Cc2c(c3occc3c3oc(-c4ccccc4)cc(=O)c23)O1,,AfroDb,344.1,5.39,0,4,52.58,1
AfroDb.107,COc1c(C(=O)/C=C(\O)c2ccccc2)ccc2occc12,,AfroDb,294.09,4.22,1,4,59.67,4
AfroDb.108,COc1cc2c(=O)cc(-c3ccccc3)oc2c2ccoc12,,AfroDb,292.07,4.21,0,4,52.58,2
AfroDb.109,COc1cc2occc2c2oc(-c3ccccc3)cc(=O)c12,,AfroDb,292.07,4.21,0,4,52.58,2
AfroDb.110,CC(C)=CCc1cc2c(c(CC=C(C)C)c1O)OC[C@@H](c1ccc(O)cc1O)C2=O,,AfroDb,408.19,5.18,3,5,86.99,5
AfroDb.111,CC1(C)C=Cc2cc3c(cc2O1)O[C@H]1c2ccc(O)cc2OC[C@H]31,,AfroDb,322.12,4.19,1,4,47.92,0
AfroDb.112,CC(C)=CCc1c(O)ccc2c1O[C@H]1c3ccc(O)c(CC=C(C)C)c3OC[C@H]21,,AfroDb,392.2,5.72,2,4,58.92,4
AfroDb.113,CC(C)=CCc1cc2c(cc1O)O[C@H]1c3ccc(O)c(CC=C(C)C)c3OC[C@H]21,,AfroDb,392.2,5.72,2,4,58.92,4
AfroDb.114,CC(C)=CCc1c(O)ccc2c1OC[C@@H]1c3cc4c(cc3O[C@@H]21)OC(C)(C)C=C4,,AfroDb,390.18,5.69,1,4,47.92,2
AfroDb.115,CC(C)=CCc1c(O)ccc2c1O[C@H]1c3cc4ccoc4cc3OC[C@H]21,,AfroDb,348.14,5.26,1,4,51.83,2
AfroDb.116,C=C(C)[C@H](O)Cc1c(O)c(CC=C(C)C)c(O)c2c(=O)c(-c3ccc(O[C@@H](CO)CCCCCCCCCCCCCCCCCCCCCCCC)cc3)coc12,,AfroDb,802.57,13.59,4,7,120.36,32
AfroDb.118,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,,AfroDb,270.05,2.58,3,5,90.9,1
AfroDb.119,CC1(C)C=Cc2c(cc3occ(-c4ccc(O)cc4)c(=O)c3c2O)O1,,AfroDb,336.1,4.06,2,5,79.9,1
AfroDb.120,COc1ccc(-c2coc3cc4c(c(OC)c3c2=O)C=CC(C)(C)O4)cc1,,AfroDb,364.13,4.66,0,5,57.9,3
AfroDb.121,CC(C)=CCc1c2c(c(O)c3c(=O)c(-c4ccc(O)cc4)coc13)C[C@H](C(C)(C)O)O2,,AfroDb,422.17,4.45,3,6,100.13,4
AfroDb.122,C=C(C)[C@H](O)Cc1c(O)c(CC=C(C)C)c(O)c2c(=O)c(-c3ccc(C)cc3)coc12,,AfroDb,420.19,5.17,3,5,90.9,6
AfroDb.123,CCCCCCCCCCCCCCCCCCCCCCCCCCCCOC(=O)/C=C/c1ccc(O)c(OC)c1,,AfroDb,586.5,12.12,1,4,55.76,30
