COMPOUND_ID,SMILES,pIC50,source,MW,LogP,HBD,HBA,TPSA,RotBonds
AfroDb.152,O=c1cc(-c2ccc(Oc3cc(-c4cc(=O)c5c(O)cc(O)cc5o4)ccc3O)cc2)oc2cc(O)cc(O)c12,,AfroDb,538.09,5.55,5,10,170.8,4
AfroDb.153,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,,AfroDb,286.05,2.28,4,6,111.13,1
AfroDb.154,C=C(C)[C@@]12CC[C@@H](C)[C@@H](C)[C@@H]1C1=CC[C@@]34C[C@@]35CC[C@@H](O)C(C)(C)[C@H]5CC[C@@]4(C)[C@]1(C)CC2,,AfroDb,450.39,8.34,1,1,20.23,1
AfroDb.155,C[C@@]1(O)OC[C@H]2CC(=O)[C@@H]3[C@@H]([C@@H]21)[C@H](O)C[C@]1(C)[C@H](c2ccoc2)OC(=O)[C@@H]2O[C@@]321,,AfroDb,404.15,0.96,2,8,118.73,1
AfroDb.156,CC[C@]1(C)OC[C@H]2CC(=O)[C@@H]3[C@@H]([C@@H]21)[C@H](O)C[C@]1(C)[C@H](c2ccoc2)OC(=O)[C@@H]2O[C@@]321,,AfroDb,416.18,2.42,1,7,98.5,2
AfroDb.157,CC1(C)OC(=O)C[C@@H](O)[C@@]2(C)[C@H]3[C@H](O)C[C@]4(C)[C@H](c5ccoc5)OC(=O)[C@@H]5O[C@@]54[C@@H]3C(=O)C[C@@H]12,,AfroDb,474.19,1.7,2,9,135.8,1
AfroDb.158,CC1(C)OC(=O)C=C(O)[C@@]2(C)[C@H]3[C@H](O)C[C@]4(C)[C@H](c5ccoc5)OC(=O)[C@@H]5O[C@@]54[C@@H]3C(=O)C[C@@H]12,,AfroDb,472.17,2.39,2,9,135.8,1
AfroDb.159,CC(=O)OC[C@H](Cc1ccccc1)NC(=O)[C@@H](Cc1ccccc1)NC(=O)c1ccccc1,,AfroDb,444.2,3.32,2,4,84.5,10
AfroDb.160,CC[C@@H](CC[C@H](C)[C@@H]1CC[C@@H]2[C@H]3CC=C4[C@@H](O[C@H]5OC[C@H](O)[C@@H](O)[C@H]5O)CCC[C@]4(C)[C@@H]3CC[C@@]21C)C(C)C,,AfroDb,546.43,6.49,3,5,79.15,8
AfroDb.161,COc1cc(/C=C/c2cccc(O)c2)oc(=O)c1,,AfroDb,244.07,2.52,1,4,59.67,3
AfroDb.162,COc1cc(/C=C/C(=O)OCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCOCCc2ccc(O)c(OC)c2)ccc1O,,AfroDb,780.59,13.85,2,7,94.45,38
AfroDb.163,COc1cc(/C=C/c2ccc(O)cc2)oc(=O)c1,,AfroDb,244.07,2.52,1,4,59.67,3
AfroDb.164,Cc1c2c(cc3c1C(=O)c1ccccc1C3=O)[C@@](C)(O)CC2,,AfroDb,292.11,2.92,1,3,54.37,0
AfroDb.165,C[C@@]1(O)CCc2ccc3c(c2C1)C(=O)c1ccccc1C3=O,,AfroDb,292.11,2.7,1,3,54.37,0
AfroDb.166,COc1cc(O)c2c(=O)c(-c3cc(O)c(OC)c(OC)c3)coc2c1,,AfroDb,344.09,2.9,2,7,98.36,4
AfroDb.167,COc1cc(O)c2c(=O)c(-c3cc(OC)c(OC)c([C@H]4O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]4O)c3)coc2c1,,AfroDb,490.15,0.71,5,11,168.28,6
AfroDb.168,CC[C@@H](/C=C/[C@H](C)[C@@H]1CC[C@@H]2[C@H]3CC=C4[C@@H](O[C@H]5OC[C@H](O)[C@@H](O)[C@H]5O)CCC[C@]4(C)[C@@H]3CC[C@@]21C)C(C)C,,AfroDb,544.41,6.26,3,5,79.15,7
AfroDb.169,CC(=O)[C@@H]1c2cc(C)c(O)cc2C(=O)C[C@@]1(C)O,,AfroDb,248.1,1.71,2,4,74.6,1
AfroDb.170,CC(=O)CCc1cc(O)c2c(c1)O[C@@H](CO)CC2=O,,AfroDb,264.1,1.24,2,5,83.83,4
AfroDb.171,COc1cc(C)c2cc3c(cc2c1)[C@H](C(C)=O)[C@](C)(O)CC3=O,,AfroDb,312.14,3.17,1,4,63.6,2
AfroDb.172,CC(=O)CCc1cc(O)cc2c1C(=O)C[C@H](CO)O2,,AfroDb,264.1,1.24,2,5,83.83,4
AfroDb.174,CC(=O)CCc1cc(O)cc2c1C(=O)C[C@H](C)O2,,AfroDb,248.1,2.27,1,4,63.6,3
AfroDb.175,COc1c([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc2c(=O)oc3c4c(cc5c(=O)oc1c2c35)OCO4,,AfroDb,474.08,-0.26,4,12,178.26,3
AfroDb.176,COc1ccc2c(=O)oc3c4c(cc5c(=O)oc1c2c35)OCO4,,AfroDb,312.03,2.23,0,7,88.11,1
AfroDb.177,COc1cc2c(=O)oc3c(OC)c(-c4cc5c(=O)oc6c7c(cc8c(=O)oc(c4OC)c5c68)OCO7)cc4c(=O)oc(c1OC)c2c34,,AfroDb,638.07,4.72,0,14,176.22,5
AfroDb.178,COc1c(C)cc2c(=O)oc3c(OC)c(O)cc4c(=O)oc1c2c34,,AfroDb,328.06,2.52,1,7,99.11,2
AfroDb.179,COc1c(O)cc2c(=O)oc3c(O[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O)c(C)cc4c(=O)oc1c2c34,,AfroDb,446.08,0.33,4,11,169.03,3
AfroDb.180,CC1=CC(=O)c2c(O)cccc2C1=O,,AfroDb,188.05,1.72,1,3,54.37,0
AfroDb.181,CC(C)[C@@H]1CC[C@]2(C)CC[C@@]3(C)[C@@H](CC[C@H]4[C@@]5(C)C(=O)C=CC(C)(C)[C@H]5CC[C@]43C)[C@H]12,,AfroDb,424.37,8.09,0,1,17.07,1
AfroDb.182,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@@]3(C)[C@@H](CC[C@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@H]5CC[C@]43C)[C@]12C,,AfroDb,470.38,7.48,2,2,57.53,2
AfroDb.183,O=C(/C=C/c1ccc(O)cc1)OC[C@@H]1O[C@H](OCCc2ccc(O)cc2)[C@@H](O)[C@H](O)[C@H]1O,,AfroDb,446.16,0.72,5,9,145.91,8
AfroDb.185,O=c1c2ccc(O)cc2oc2c(O)cccc12,,AfroDb,228.04,2.36,2,4,70.67,0
AfroDb.187,C[C@H]1C(=O)CC[C@@H]2[C@@]1(C)CC[C@H]1[C@]2(C)CC[C@]2(C)[C@H]3CC(C)(C)CC[C@@]3(C)CC[C@]12C,,AfroDb,426.39,8.46,0,1,17.07,0
AfroDb.188,CC(C)=CCCC1=C(O)C(CCC=C(C)C)(CCC=C(C)C)c2cc3c(O)c(C)cc(O)c3c(O)c2C1=O,,AfroDb,518.3,8.75,4,5,97.99,9
AfroDb.189,CC(C)=CCCc1c(C)cc2cc3c(c(O)c2c1O)C(=O)C=C(O)C3(CCC=C(C)C)CCC=C(C)C,,AfroDb,502.31,8.83,3,4,77.76,9
AfroDb.190,CC(C)=CCCc1c(C)cc(O)c2c(O)c3c(cc12)C(CCC=C(C)C)(CCC=C(C)C)C(O)=CC3=O,,AfroDb,502.31,8.83,3,4,77.76,9
AfroDb.191,CC(C)=CCCc1c(C)c(CCC=C(C)C)c2cc3c(c(O)c2c1O)C(=O)C=C(O)[C@@H]3CCC=C(C)C,,AfroDb,502.31,8.83,3,4,77.76,9
AfroDb.192,CC(C)=CCCc1c(C)cc(O)c2c(O)c3c(cc12)[C@@H](CCC=C(C)C)C(O)=CC3=O,,AfroDb,420.23,6.93,3,4,77.76,6
AfroDb.193,CC(C)=CCC[C@H]1C[C@@]23C[C@H](CCC=C(C)C)C(C)(C)[C@@](CCC=C(C)C)(C(=O)C(C(=O)c4ccc(O)c(O)c4)=C2OC1(C)C)C3=O,,AfroDb,644.41,9.76,2,6,100.9,11
AfroDb.194,CC/C(C)=C/CCc1c2c(c(O)c3c(=O)c4cc(O)c(CCC=C(C)C)c(O)c4oc13)C=CC(C)(C)O2,,AfroDb,504.25,7.43,3,6,100.13,7
AfroDb.195,C=CC(C)(C)c1c(O)cc(O)c2c(=O)c3cc(O)c(O)cc3oc12,,AfroDb,328.09,3.23,4,6,111.13,2
AfroDb.196,C=CC(C)(C)c1c(O)c(CCC=C(C)C)c(O)c2c(=O)c3cccc(O)c3oc12,,AfroDb,394.18,5.43,3,5,90.9,5
AfroDb.197,O=c1c2cc(O)ccc2oc2cccc(O)c12,,AfroDb,228.04,2.36,2,4,70.67,0
AfroDb.198,CC(C)=CCCc1c(O)cc2oc3cc(O)c(O)cc3c(=O)c2c1O,,AfroDb,342.11,3.67,4,6,111.13,3
AfroDb.200,COc1cc2c(=O)c3c(O)c4c(c(CCC=C(C)C)c3oc2c(O)c1OC)OC(C)(C)C=C4,,AfroDb,452.18,5.46,2,7,98.36,5
AfroDb.201,COc1cc2c(=O)c3c(O)c(CCC=C(C)C)c4c(c3oc2c(O)c1OC)C=CC(C)(C)O4,,AfroDb,452.18,5.46,2,7,98.36,5
AfroDb.202,COc1cc2c(=O)c3c(O)c(CCC=C(C)C)c(O)c(CCC=C(C)C)c3oc2c(O)c1OC,,AfroDb,468.21,5.88,3,7,109.36,8
AfroDb.203,CCC[C@@]12C[C@H](CCC=C(C)C)[C@@](C)(CC/C=C(\C)CC)[C@@](CCC=C(C)C)(C(=O)C(C(=O)c3ccc(O)c(O)c3)=C1O)C2=O,,AfroDb,618.39,9.67,3,6,111.9,14
AfroDb.204,CC(C)=CCC/C(C)=C/CCc1cc(O)c2c(O)c3c(cc2c1)[C@@H](c1c(C)cc(O)c2c1C(=O)c1cc(O)cc(O)c1C2=O)[C@@](C)(O)CC3=O,,AfroDb,676.27,7.55,6,9,172.59,7
AfroDb.205,O=c1ccc2cc3ccoc3cc2o1,,AfroDb,186.03,2.54,0,3,43.35,0
AfroDb.206,CC(C)=CCCc1cc(O)c2oc3c(CCC=C(C)C)c(O)c(O)c(CCC=C(C)C)c3c(=O)c2c1O,,AfroDb,506.27,7.47,4,6,111.13,9
AfroDb.207,C[C@@H]1CC[C@]2(C)C(C(=O)O)=CCC[C@H]2[C@@]1(C)CCc1ccoc1,,AfroDb,316.2,5.08,1,2,50.44,4
AfroDb.208,COC1=Cc2c(occ(-c3ccc4c(c3)OCO4)c2=O)C(CCC=C(C)C)(CCC=C(C)C)C1=O,,AfroDb,476.22,6.34,0,6,74.97,8
AfroDb.209,CC1(C)CC[C@@]2(OC(=O)[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)CO)CC[C@@]3(C)C(=CC[C@@]4(C)[C@@H]3CC[C@@]3(C)C(C)(C)[C@H](O)CC[C@@]43C)[C@H]2C1,,AfroDb,620.43,4.27,6,8,147.68,6
AfroDb.210,C[C@H](C=O)/C=C(\O)c1cc([C@H]2CC(=O)C3=C(C[C@@H](O)C=C3O)O2)cc(O)c1O,,AfroDb,388.12,2.32,5,8,144.52,4
AfroDb.211,CC(C)=CCCOc1cc([C@H]2CC(=O)c3c(O)cc(O)cc3O2)cc2c1OC(C)(C)[C@@H](O)[C@H]2O,,AfroDb,470.19,4.1,4,8,125.68,5
AfroDb.212,COc1c2ccoc2cc2oc(=O)ccc12,,AfroDb,216.04,2.55,0,4,52.58,1
AfroDb.213,CC(=O)O[C@@H]1C[C@@H]2C(C)(C)OC(=O)C[C@@H](O)[C@]2(C)[C@@H]2[C@@H](O)C[C@@]3(C)[C@H](c4ccoc4)OC(=O)[C@H]4O[C@@]43[C@]12C,,AfroDb,532.23,2.45,2,10,145.03,2
AfroDb.214,C=C(CC[C@@H](C)[C@@H]1CC[C@@]2(C)[C@H]3CC[C@@H]4C(C)(C)[C@H](O)CC[C@]45C[C@]35CC[C@@]12C)C(C)C,,AfroDb,440.4,8.41,1,1,20.23,5
AfroDb.215,C=C1CC[C@H]2C(C)(C)CCC[C@@]2(C)[C@H]1Cc1cocc1OC(C)=O,,AfroDb,330.22,5.55,0,3,39.44,3
AfroDb.216,C=C1CC[C@H]2CC(C)(C)CC[C@]2(C)[C@H]1/C=C(\C=O)CC(=O)O,,AfroDb,304.2,4.39,1,2,54.37,4
AfroDb.217,CC(C)=CCC/C(C)=C/C[C@]1(CC(=O)O)C[C@H](O)C=CC1=O,,AfroDb,306.18,3.42,2,3,74.6,7
AfroDb.218,C=C1CC[C@H]2CC(C)(C)CC[C@]2(C)[C@H]1Cc1ccoc1CC=O,,AfroDb,314.22,5.36,0,2,30.21,4
AfroDb.219,C/C(=C/c1c(O)ccc2c1oc(=O)c1c3ccc(O[C@@H]4OC[C@@H](O)[C@H](O)[C@@H]4O)cc3oc21)CO,,AfroDb,470.12,1.61,5,10,162.96,4
AfroDb.220,COC(=O)C[C@@]1(C/C=C(\C)CCC=C(C)C)C[C@H](O)C=CC1=O,,AfroDb,320.2,3.51,1,4,63.6,7
AfroDb.221,O=C1c2ccccc2-c2c3c(cc4ccnc1c24)OCO3,,AfroDb,275.06,3.17,0,4,48.42,0
AfroDb.222,O=C1CCc2ccc(O)cc2O1,,AfroDb,164.05,1.24,1,3,46.53,0
AfroDb.223,CC(C)=CCCc1c(O)cc2oc(-c3ccc(O)cc3O)cc(=O)c2c1O,,AfroDb,368.13,4.18,4,6,111.13,4
AfroDb.224,C/C=C(\C)CCc1c(O)c(CCC=C(C)C)c(O)c2c(=O)cc(-c3ccc(O)cc3O)oc12,,AfroDb,450.2,6.08,4,6,111.13,7
AfroDb.225,CC(C)=CCCc1c(O)ccc([C@@]23Oc4cc(O)ccc4[C@H]4CC(C)=C[C@@H](c5c(O)cc(-c6cc7ccc(O)cc7o6)cc5O2)[C@@H]43)c1O,,AfroDb,644.24,9.0,5,8,132.75,5
AfroDb.226,CC1(C)C=C(C(C)(C)CCOc2c3ccoc3cc3oc(=O)ccc23)OC1=O,,AfroDb,382.14,4.8,0,6,78.88,5
AfroDb.227,CC(C)=CCCc1c(-c2cc(O)c(O)cc2O)oc2c3c(cc(O)c2c1=O)OC(C)(C)C=C3,,AfroDb,450.17,5.37,4,7,120.36,4
AfroDb.228,CC(C)/C=C/c1c(O)cc(-c2cc3ccc(O)cc3o2)cc1O,,AfroDb,310.12,4.89,3,4,73.83,3
AfroDb.229,C=C(C)[C@@H](O)CCc1cc(C(=O)/C=C/c2ccc(O)c(CC/C(C)=C/C)c2)c(O)cc1O,,AfroDb,436.22,5.47,4,5,97.99,10
AfroDb.231,CC(C)[C@@]1(C)[C@@H](OC(=O)/C=C\c2ccccc2)[C@H]2C[C@@H](C)C[C@H]2CC(C)(C)[C@@H]1O,,AfroDb,398.28,5.73,1,3,46.53,4
AfroDb.232,CC(=O)[C@H]1C(C)(C)C[C@@H]2C[C@H](C)C[C@@H]2[C@H](OC(=O)/C=C\c2ccccc2)[C@]1(C)C(C)C,,AfroDb,424.3,6.57,0,3,43.37,5
AfroDb.233,CC(=O)O[C@H]1[C@@H]2[C@@H](O[C@H]3CC=C(C(=O)O)C(=O)N3C)[C@]3(OC2(C)C)[C@@](C)(O)CCC[C@@]3(C)[C@H]1OCc1ccccc1,,AfroDb,571.28,3.21,2,8,131.83,7
AfroDb.234,CC(=O)O[C@H]1[C@@H]2[C@@H](O[C@H]3CC=C(C(=O)O)C(=O)N3C)[C@]3(OC2(C)C)[C@@](C)(O)C[C@H](Cc2ccccc2)C[C@@]3(C)[C@H]1OCc1ccccc1,,AfroDb,661.33,4.68,2,8,131.83,9
AfroDb.235,CC[C@@H]1O[C@]23[C@H](O)[C@H]1[C@H](OC(=O)c1ccc(=O)n(C)c1)[C@H](OC(=O)c1ccoc1)[C@]2(C)[C@@H](OC(=O)c1ccoc1)CCC3(C)C,,AfroDb,623.24,3.91,1,12,156.64,7
AfroDb.236,CC1(C)O[C@]23[C@H](O)[C@H]1[C@H](O)[C@H](OCc1ccccc1)[C@]2(C)CCC[C@]3(C)O,,AfroDb,376.22,2.41,3,5,79.15,3
AfroDb.237,CC(=O)O[C@H]1[C@@H]2[C@@H](O)[C@]3(OC2(C)C)[C@@](C)(O)CCC[C@@]3(C)[C@H]1OCc1ccccc1,,AfroDb,418.24,2.98,2,6,85.22,4
AfroDb.238,CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]2(C)CC[C@@]2(C)[C@@H]3C[C@](C)(C(=O)O)CC[C@@]3(C)CC[C@]12C,,AfroDb,450.28,6.7,2,3,74.6,1
AfroDb.239,COC(=O)[C@]1(C)CC[C@@]2(C)CC[C@]3(C)C4=CC=C5C(=CC(=O)C(O)=C5C)[C@]4(C)CC[C@@]3(C)[C@@H]2C1,,AfroDb,464.29,6.79,1,4,63.6,1
AfroDb.240,C=C[C@@]1(C)C[C@H]2CC[C@@]3(C)[C@@](C)(CC[C@@H](O)[C@]3(C)C=O)[C@]2(C)C[C@@H]1O,,AfroDb,348.27,4.12,2,3,57.53,2
AfroDb.241,COC/C=C/c1ccc2c(c1)[C@H](COC(C)=O)[C@H](c1ccc(OC)c(OC)c1)O2,,AfroDb,398.17,4.14,0,6,63.22,8
AfroDb.243,COc1ccc(/C=C/C=O)cc1OC,,AfroDb,192.08,1.92,0,3,35.53,4
AfroDb.244,C[C@@H]1CC[C@@]2(OC1)O[C@@H]1[C@H]3C(O)=C[C@@H]4C[C@@H]([C@H]5O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]5O[C@@H]5O[C@H](O)[C@H](O)[C@H](O)[C@@H]5O)CC[C@@]4(C)[C@@H]3CC[C@@]1(C)[C@@H]2C,,AfroDb,684.37,0.7,8,13,207.99,4
AfroDb.245,C=C1CC[C@@]2(OC1)O[C@@H]1[C@H]3C=C[C@@H]4C[C@@H]([C@H]5O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]5O[C@@H]5O[C@H](O)[C@H](O)[C@H](O)[C@@H]5O)CC[C@@]4(C)[C@@H]3CC[C@@]1(C)[C@@H]2C,,AfroDb,666.36,0.73,7,12,187.76,4
AfroDb.246,C[C@@H]1CC[C@@]2(OC1)O[C@@H]1[C@H]3C=C[C@@H]4C[C@@H]([C@H]5O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]5O[C@@H]5O[C@H](O)[C@H](O)[C@H](O)[C@@H]5O)CC[C@@]4(C)[C@@H]3CC[C@@]1(C)[C@@H]2C,,AfroDb,668.38,0.81,7,12,187.76,4
AfroDb.250,CC1(C)Oc2cc3c(cc2C[C@@H]1O)[C@@H]1Oc2cc(O)ccc2[C@H]1CC3,,AfroDb,338.15,3.63,2,4,58.92,0
AfroDb.251,OC[C@H]1Cc2cc3c(cc2O1)OC[C@@H]1c2ccc(O)cc2O[C@@H]31,,AfroDb,312.1,2.3,2,5,68.15,1
AfroDb.252,C=C(C)[C@H]1Cc2c(ccc3c2O[C@H]2CCc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,,AfroDb,392.16,4.26,0,5,53.99,3
AfroDb.253,C=C(C)[C@H]1Cc2c(ccc3c2O[C@H]2CCc4cc(OC)c(OC)cc4[C@]2(O)C3=O)O1,,AfroDb,408.16,3.36,1,6,74.22,3
AfroDb.254,COc1cc2c(cc1OC)[C@@H]1C(=O)c3cc4ccoc4cc3O[C@H]1CC2,,AfroDb,350.12,4.12,0,5,57.9,2
AfroDb.255,COc1cc([C@H]2COc3cc4occc4cc3C2=O)c(OC)cc1C,,AfroDb,338.12,4.12,0,5,57.9,3
AfroDb.256,COc1cc2c(cc1[C@@H]1Cc3cc4ccoc4cc3OC1=O)OCO2,,AfroDb,338.08,3.42,0,6,67.13,2
AfroDb.257,CC1(C)C=Cc2c(c(O)cc3c2OC[C@@H]2c4cc5c(cc4O[C@@H]32)OCO5)O1,,AfroDb,366.11,3.91,1,6,66.38,0
AfroDb.258,CC1(C)C=Cc2c(cc(O)c3c2OC[C@H](c2cc4c(cc2O)OCO4)C3=O)O1,,AfroDb,382.11,3.37,2,7,94.45,1
AfroDb.259,CC1(C)C=C2CC(O)=C3C(=O)[C@@H](c4cc5c(cc4O)OCO5)COC3=C2CO1,,AfroDb,384.12,3.01,2,7,94.45,1
AfroDb.260,COc1ccc([C@H]2COc3c4c(cc(O)c3C2=O)O[C@@](C)(CCC=C(C)C)C=C4)c(O)c1O,,AfroDb,452.18,5.08,3,7,105.45,5
AfroDb.261,COc1ccc([C@H]2COc3cc4c(c(O)c3C2=O)C=C[C@@](C)(CCC=C(C)C)O4)c(O)c1O,,AfroDb,452.18,5.08,3,7,105.45,5
AfroDb.262,COc1ccc([C@H]2COc3c(ccc4c3C=C[C@](C)(CCC=C(C)C)O4)C2)c(O)c1O,,AfroDb,422.21,5.74,2,5,68.15,5
AfroDb.263,C=C(CO)[C@H]1Cc2c(ccc3c2O[C@H]2CCc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,,AfroDb,408.16,3.23,1,6,74.22,4
AfroDb.264,C=C(CO)[C@H]1Cc2c(ccc3c2O[C@H]2CCc4cc(OC)c(OC)cc4[C@]2(O)C3=O)O1,,AfroDb,424.15,2.33,2,7,94.45,4
AfroDb.265,COc1cc(O)c(-c2c(C)cc(OC)c3c(OC)cccc23)c2c1[C@H](C)N[C@@H](C)C2,,AfroDb,407.21,5.14,2,5,59.95,4
AfroDb.267,COc1cc(OC)c2c(c1-c1c(C)cc(OC)c3c(OC)cc(C)cc13)C[C@H](C)N[C@H]2C,,AfroDb,435.24,5.75,1,5,48.95,5
AfroDb.268,COc1cc(OC)c2c(OC)cc(C)c(-c3c(OC)cc(OC)c4c3C[C@H](C)N(C)C4(C)C)c2c1,,AfroDb,479.27,5.97,0,6,49.39,6
AfroDb.269,COc1cc(OC)c2c(c1-c1c(C)cc(OC)c3c(OC)cccc13)C[C@H](C)N(C)[C@@H]2C,,AfroDb,435.24,5.79,0,5,40.16,5
AfroDb.270,COc1cc(OC)c2c(c1-c1ccc(OC)c3c(OC)cccc13)C[C@H](C)N(C)[C@@H]2C,,AfroDb,421.23,5.48,0,5,40.16,5
AfroDb.271,COc1c(-c2c(C)cc(OC)c3c(OC)cccc23)c(O)cc2c1[C@@H](C)N[C@@H](C)C2,,AfroDb,407.21,5.14,2,5,59.95,4
AfroDb.272,COc1c2c(cc(O)c1-c1c(C)cc(OC)c3c(OC)cccc13)C[C@H](C)N=C2C,,AfroDb,405.19,5.3,1,5,60.28,4
AfroDb.273,COC1=CC2=C([C@@H](C)N(C)[C@@H](C)C2)[C@H](OC)[C@H]1c1c(C)cc2cccc(OC)c2c1O,,AfroDb,423.24,4.91,1,5,51.16,4
AfroDb.274,COc1cc(OC)c(-c2c(C)cc(OC)c3c(OC)cccc23)c2c1C(C)=N[C@@H](C)C2,,AfroDb,419.21,5.6,0,5,49.28,5
AfroDb.276,COC1=CC2=C(C(C)=N[C@@H](C)C2)[C@H](OC)[C@H]1c1c(C)cc2cccc(OC)c2c1O,,AfroDb,407.21,5.05,1,5,60.28,4
AfroDb.278,COc1cc(OC)c2c(c1)[C@H](c1c(C)cc3cccc(OC)c3c1O)[C@H](C)N=C2C,,AfroDb,405.19,5.22,1,5,60.28,4
AfroDb.279,COc1cc(OC)c(-c2ccc(OC)c3c(OC)cc(C)cc23)c2c1C(C)=N[C@@H](C)C2,,AfroDb,419.21,5.6,0,5,49.28,5
AfroDb.280,COc1cc(OC)c2c(c1-c1ccc(OC)c3c(OC)cc(C)cc13)C[C@H](C)N[C@H]2C,,AfroDb,421.23,5.44,1,5,48.95,5
AfroDb.281,COc1c2c(cc(O)c1-c1c(C)cc3cc(C)cc(OC)c3c1O)C[C@H](C)N=C2,,AfroDb,391.18,4.92,2,5,71.28,3
AfroDb.283,COc1cc2c(c(O)c1OC)c(=O)c1ccccc1n2C,,AfroDb,285.1,2.41,1,5,60.69,2
AfroDb.284,COc1ccc2c(OC)c3ccoc3nc2c1OC,,AfroDb,259.08,3.01,0,5,53.72,3
AfroDb.285,COc1c2ccccc2nc2occc12,,AfroDb,199.06,2.99,0,3,35.26,1
AfroDb.286,COc1c(OC)c(OC)c2c(c1OC)c(=O)c1ccccc1n2C,,AfroDb,329.13,2.73,0,6,58.92,4
AfroDb.287,COc1c2c(c(OC)c3c1c(=O)c1cccc(OC)c1n3C)OCO2,,AfroDb,343.11,2.45,0,7,68.15,3
AfroDb.288,COc1ccc2c(=O)c3c(OC)c4c(cc3n(C)c2c1OC)OCO4,,AfroDb,343.11,2.45,0,7,68.15,3
AfroDb.289,COc1c2ccoc2nc2c(OC)c(OC[C@@H](O)C(C)(C)O)ccc12,,AfroDb,347.14,2.51,2,7,94.18,6
AfroDb.290,CCN1CC[C@H]2c3ccccc3N[C@@H]2[C@H]1CCCc1nccc2c3cc(O)ccc3n(C)c12,,AfroDb,440.26,5.43,2,5,53.32,5
AfroDb.291,CC(C)=CCc1ccc2c(c1)NC(=O)C2,,AfroDb,201.12,2.69,1,1,29.1,2
AfroDb.292,CC(C)=CCc1ccc2c([C@@H](C=C(C)C)c3ccc4cc[nH]c4c3)c[nH]c2c1,,AfroDb,368.23,7.26,2,0,31.58,5
AfroDb.293,O=Cc1ccc2[nH]ccc2c1,,AfroDb,145.05,1.98,1,1,32.86,1
AfroDb.294,CC(C)=CCc1ccc2cc[nH]c2c1,,AfroDb,185.12,3.68,1,0,15.79,2
AfroDb.295,C=C(C)/C=C/c1ccc2cc[nH]c2c1,,AfroDb,183.1,3.76,1,0,15.79,2
AfroDb.296,CC(=O)/C=C/c1ccc2cc[nH]c2c1,,AfroDb,185.08,2.77,1,1,32.86,2
AfroDb.297,CC(C)=CCC/C(C)=C/Cc1c[nH]c2ccccc12,,AfroDb,253.18,5.4,1,0,15.79,5
AfroDb.298,C=CC(C)(C)c1c[nH]c2cc(CC=C(C)C)ccc12,,AfroDb,253.18,5.14,1,0,15.79,4
AfroDb.299,C=CC(C)(C)c1c[nH]c2cc(/C=C/C(C)=O)ccc12,,AfroDb,253.15,4.23,1,1,32.86,4
AfroDb.300,COc1c2ccoc2nc2c(OC)c3c(cc12)OCO3,,AfroDb,273.06,2.73,0,6,62.95,2
AfroDb.301,COc1cc(OC)c2nc3c(c(OC)c2n1)CCO3,,AfroDb,262.1,1.59,0,6,62.7,3
AfroDb.302,COc1cc(C=O)cc(OC)c1O,,AfroDb,182.06,1.22,1,4,55.76,3
AfroDb.304,COc1cc2c(cc1OC)=C1C=Cc3cc4c(cc3[C@H]1N(C)C=2)OCO4,,AfroDb,349.13,2.03,0,5,40.16,2
AfroDb.305,CC(C)CNC(=O)/C=C/C=C/CCCCO,,AfroDb,225.17,2.03,2,2,49.33,8
AfroDb.306,C[C@H]1C=CC2=CC(=O)C[C@]2(C)[C@@H]2CCCC[C@H]21,,AfroDb,230.17,3.9,0,1,17.07,0
AfroDb.307,C/C(=C\CC/C=C(\C)CC[C@@H](O)[C@]1(C)CC[C@](C)(C(C)(C)O)O1)CC[C@@H](O)[C@@H]1CC[C@@H](C(C)(C)O)O1,,AfroDb,510.39,5.36,4,6,99.38,13
AfroDb.308,CC(=O)OC[C@](C)(O)[C@@H](O)CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@@H](O)C(C)(C)O,,AfroDb,468.35,4.75,4,6,107.22,16
AfroDb.309,C/C(=C\CC/C=C(\C)CC[C@H](O)C(C)(C)O)CC/C=C(\C)CC[C@@H](O)C(C)(C)O,,AfroDb,410.34,5.21,4,4,80.92,14
AfroDb.310,C/C(=C\CC/C=C(\C)CC[C@H](O)[C@@](C)(O)CCO)CC/C=C(\C)CC[C@@H](O)C(C)(C)O,,AfroDb,440.35,4.57,5,5,101.15,16
AfroDb.311,C=C[C@@]12COC(=O)C(=C)[C@H]1[C@@H]1OC(=O)C(=C)[C@@H]1[C@@H](OC(=O)C(=C)CO)C2,,AfroDb,360.12,0.85,1,7,99.13,4
